Company name,Fyers symbol,BSE Code,Symbol
UNITED SPIRITS LTD.,BSE:UNITDSPR-A,532432,UNITDSPR
SANMIT INFRA LIMITED,BSE:SANINFRA-T,532435,SANINFRA
OLECTRA GREENTECH LIMITED,BSE:OLECTRA-A,532439,OLECTRA
MPS LTD.,BSE:MPSLTD-B,532440,MPSLTD
CERA SANITARYWARE LTD.,BSE:CERA-A,532443,CERA
T.SPIRITUAL WORLD LTD.,BSE:TSPIRITUAL-XT,532444,TSPIRITUAL
BHARTI AIRTEL LTD.,BSE:BHARTIARTL-A,532454,BHARTIARTL
SHALIMAR WIRES INDUSTRIES LTD.,BSE:SHALIWIR-X,532455,SHALIWIR
COMPUAGE INFOCOM LTD.,BSE:COMPINFO-Z,532456,COMPINFO
GULSHAN POLYOLS LTD.,BSE:GULPOLY-B,532457,GULPOLY
PONNI SUGARS (ERODE) LTD.,BSE:PONNIERODE-B,532460,PONNIERODE
PUNJAB NATIONAL BANK,BSE:PNB-A,532461,PNB
ORACLE FINANCIAL SERVICES SOFT,BSE:OFSS-A,532466,OFSS
HAZOOR MULTI PROJECTS LTD.,BSE:HAZOOR-X,532467,HAZOOR
KAMA HOLDINGS LIMITED,BSE:KAMAHOLD-A,532468,KAMAHOLD
MATHER & PLATT FIRE SYSTEMS LT,BSE:MPFSL-XT,532470,MPFSL
APTECH LTD.,BSE:APTECHT-A,532475,APTECHT
UNION BANK OF INDIA,BSE:UNIONBANK-A,532477,UNIONBANK
UNITED BREWERIES LTD.,BSE:UBL-A,532478,UBL
ISMT LTD.,BSE:ISMTLTD-B,532479,ISMTLTD
NOIDA TOLL BRIDGE COMPANY LTD.,BSE:NOIDATOLL-B,532481,NOIDATOLL
GRANULES INDIA LTD.,BSE:GRANULES-A,532482,GRANULES
CANARA BANK,BSE:CANBK-A,532483,CANBK
BALMER LAWRIE INVESTMENTS LTD.,BSE:BLIL-B,532485,BLIL
POKARNA LTD.,BSE:POKARNA-B,532486,POKARNA
DIVIS LABORATORIES LTD.,BSE:DIVISLAB-A,532488,DIVISLAB
ASTRA MICROWAVE PRODUCTS LTD.,BSE:ASTRAMICRO-A,532493,ASTRAMICRO
RADICO KHAITAN LTD.,BSE:RADICO-A,532497,RADICO
MARUTI SUZUKI INDIA LTD.,BSE:MARUTI-A,532500,MARUTI
RAJAPALAYAM MILLS LTD.,BSE:RAJPALAYAM-X,532503,RAJPALAYAM
NAVIN FLUORINE INTERNATIONAL L,BSE:NAVINFLUOR-A,532504,NAVINFLUOR
UCO BANK,BSE:UCOBANK-A,532505,UCOBANK
B.A.G.FILMS & MEDIA LTD.,BSE:BAGFILMS-T,532507,BAGFILMS
JINDAL STAINLESS LTD.,BSE:JSL-A,532508,JSL
SUPRAJIT ENGINEERING LTD.,BSE:SUPRAJIT-A,532509,SUPRAJIT
TVS ELECTRONICS LTD.,BSE:TVSELECT-B,532513,TVSELECT
INDRAPRASTHA GAS LTD.,BSE:IGL-A,532514,IGL
TV TODAY NETWORK LTD.,BSE:TVTODAY-B,532515,TVTODAY
PALRED TECHNOLOGIES LIMITED,BSE:PALREDTEC-T,532521,PALREDTEC
PETRONET LNG LTD.,BSE:PETRONET-A,532522,PETRONET
BIOCON LTD.,BSE:BIOCON-A,532523,BIOCON
PTC INDIA LTD.,BSE:PTC-A,532524,PTC
BANK OF MAHARASHTRA,BSE:MAHABANK-A,532525,MAHABANK
RAMKRISHNA FORGINGS LTD.,BSE:RKFORGE-A,532527,RKFORGE
DATAMATICS GLOBAL SERVICES LTD,BSE:DATAMATICS-A,532528,DATAMATICS
NEW DELHI TELEVISION LTD.,BSE:NDTV-B,532529,NDTV
STRIDES PHARMA SCIENCE LIMITED,BSE:STAR-A,532531,STAR
JAIPRAKASH ASSOCIATES LTD.,BSE:JPASSOCIAT-T,532532,JPASSOCIAT
ULTRATECH CEMENT LTD.,BSE:ULTRACEMCO-A,532538,ULTRACEMCO
UNO Minda Limited,BSE:UNOMINDA-A,532539,UNOMINDA
TATA CONSULTANCY SERVICES LTD.,BSE:TCS-A,532540,TCS
COFORGE LIMITED,BSE:COFORGE-A,532541,COFORGE
GP PETROLEUMS LTD,BSE:GULFPETRO-B,532543,GULFPETRO
CENTURY PLYBOARDS (I) LTD.,BSE:CENTURYPLY-A,532548,CENTURYPLY
WELSPUN ENTERPRISES LIMTED,BSE:WELENT-A,532553,WELENT
NTPC LTD.,BSE:NTPC-A,532555,NTPC
S.A.L.STEEL LTD.,BSE:SALSTEEL-T,532604,SALSTEEL
JBM AUTO LTD.,BSE:JBMA-A,532605,JBMA
DWARIKESH SUGAR INDUSTRIES LTD,BSE:DWARKESH-A,532610,DWARKESH
INDOCO REMEDIES LTD.,BSE:INDOCO-A,532612,INDOCO
VIP Clothing Limited,BSE:VIPCLOTHNG-B,532613,VIPCLOTHNG
IMPEX FERRO TECH LTD.,BSE:IMPEXFERRO-T,532614,IMPEXFERRO
XCHANGING SOLUTIONS LTD.,BSE:XCHANGING-B,532616,XCHANGING
JET AIRWAYS (INDIA) LTD.,BSE:JETAIRWAYS-Z,532617,JETAIRWAYS
MORARJEE TEXTILES LTD.,BSE:MORARJEE-T,532621,MORARJEE
JINDAL PHOTO LTD.,BSE:JINDALPHOT-B,532624,JINDALPHOT
PONDY OXIDES & CHEMICALS LTD.,BSE:POCL-B,532626,POCL
JAIPRAKASH POWER VENTURES LIMI,BSE:JPPOWER-A,532627,JPPOWER
3I INFOTECH LTD.,BSE:3IINFOLTD-B,532628,3IINFOLTD
MCNALLY BHARAT ENGINEERING COM,BSE:MBECL-T,532629,MBECL
GOKALDAS EXPORTS LTD.,BSE:GOKEX-A,532630,GOKEX
ALLSEC TECHNOLOGIES LTD.,BSE:ALLSEC-B,532633,ALLSEC
IIFL FINANCE LIMITED,BSE:IIFL-A,532636,IIFL
MANGALAM DRUGS & ORGANICS LTD.,BSE:MANGALAM-B,532637,MANGALAM
SHOPPERS STOP LTD.,BSE:SHOPERSTOP-A,532638,SHOPERSTOP
CYBER MEDIA (INDIA) LTD.,BSE:CYBERMEDIA-T,532640,CYBERMEDIA
NANDAN DENIM LIMITED,BSE:NDL-B,532641,NDL
JSW HOLDINGS LIMITED,BSE:JSWHL-B,532642,JSWHL
J.K.CEMENT LTD.,BSE:JKCEMENT-A,532644,JKCEMENT
BEEYU OVERSEAS LTD.,BSE:BEEYU-XT,532645,BEEYU
YES BANK LTD.,BSE:YESBANK-A,532648,YESBANK
NECTAR LIFESCIENCES LTD.,BSE:NECLIFE-B,532649,NECLIFE
MSP STEEL & POWER LTD.,BSE:MSPL-B,532650,MSPL
SPL INDUSTRIES LTD.,BSE:SPLIL-B,532651,SPLIL
KARNATAKA BANK LTD.,BSE:KTKBANK-A,532652,KTKBANK
MCLEOD RUSSEL INDIA LTD.,BSE:MCLEODRUSS-B,532654,MCLEODRUSS
FACOR ALLOYS LTD.,BSE:FACORALL-X,532656,FACORALL
IDFC LIMITED,BSE:IDFC-A,532659,IDFC
RANE (MADRAS) LTD.,BSE:RML-B,532661,RML
HT MEDIA LTD.,BSE:HTMEDIA-B,532662,HTMEDIA
Sasken Technologies Limited,BSE:SASKEN-B,532663,SASKEN
FCS SOFTWARE SOLUTIONS LTD.,BSE:FCSSOFT-B,532666,FCSSOFT
SUZLON ENERGY LTD.,BSE:SUZLON-T,532667,SUZLON
AURIONPRO SOLUTIONS LTD.,BSE:AURIONPRO-B,532668,AURIONPRO
SHREE RENUKA SUGARS LTD.,BSE:RENUKA-A,532670,RENUKA
K.M.SUGAR MILLS LTD.,BSE:KMSUGAR-B,532673,KMSUGAR
BANNARI AMMAN SPINNING MILLS L,BSE:BASML-B,532674,BASML
PBA INFRASTRUCTURE LTD.,BSE:PBAINFRA-B,532676,PBAINFRA
AIA ENGINEERING LTD.,BSE:AIAENG-A,532683,AIAENG
EVEREST KANTO CYLINDER LTD.,BSE:EKC-B,532684,EKC
KERNEX MICROSYSTEMS (INDIA) LT,BSE:KERNEX-B,532686,KERNEX
REPRO INDIA LTD.,BSE:REPRO-B,532687,REPRO
PVR INOX LIMITED,BSE:PVRINOX-A,532689,PVRINOX
BARTRONICS INDIA LTD.,BSE:ASMS-B,532694,ASMS
CELEBRITY FASHIONS LTD.,BSE:CELEBRITY-B,532695,CELEBRITY
NITIN SPINNERS LTD.,BSE:NITINSPIN-B,532698,NITINSPIN
ROYAL ORCHID HOTELS LTD.,BSE:ROHLTD-B,532699,ROHLTD
ENTERTAINMENT NETWORK (INDIA),BSE:ENIL-B,532700,ENIL
CELLA SPACE LIMITED,BSE:CELLA-Z,532701,CELLA
GUJARAT STATE PETRONET LTD.,BSE:GSPL-A,532702,GSPL
JAGRAN PRAKASHAN LTD.,BSE:JAGRAN-B,532705,JAGRAN
DYNEMIC PRODUCTS LTD.,BSE:DYNPRO-B,532707,DYNPRO
GVK POWER & INFRASTRUCTURE LTD,BSE:GVKPIL-T,532708,GVKPIL
SADBHAV ENGINEERING LTD.,BSE:SADBHAV-T,532710,SADBHAV
RELIANCE COMMUNICATIONS LTD.,BSE:RCOM-T,532712,RCOM
SAKUMA EXPORTS LTD.,BSE:SAKUMA-B,532713,SAKUMA
KEC INTERNATIONAL LTD.,BSE:KEC-A,532714,KEC
GILLANDERS ARBUTHNOT & CO.LTD.,BSE:GILLANDERS-B,532716,GILLANDERS
INDO TECH TRANSFORMERS LTD.,BSE:INDOTECH-T,532717,INDOTECH
B.L.KASHYAP AND SONS LTD.,BSE:BLKASHYAP-B,532719,BLKASHYAP
MAHINDRA & MAHINDRA FINANCIAL,BSE:M&MFIN-A,532720,M&MFIN
VISA STEEL LTD.,BSE:VISASTEEL-T,532721,VISASTEEL
NITCO LTD.,BSE:NITCO-T,532722,NITCO
MPDL LIMITED,BSE:MPDL-XT,532723,MPDL
SOLAR INDUSTRIES INDIA LTD.,BSE:SOLARINDS-A,532725,SOLARINDS
GALLANTT ISPAT LIMITED,BSE:GALLANTT-T,532726,GALLANTT
MALU PAPER MILLS LTD.,BSE:MALUPAPER-T,532728,MALUPAPER
UTTAM SUGAR MILLS LTD.,BSE:UTTAMSUGAR-B,532729,UTTAMSUGAR
STL GLOBAL LTD.,BSE:SGL-B,532730,SGL
KEWAL KIRAN CLOTHING LTD.,BSE:KKCL-B,532732,KKCL
SUN TV NETWORK LTD.,BSE:SUNTV-A,532733,SUNTV
GODAWARI POWER & ISPAT LTD.,BSE:GPIL-A,532734,GPIL
R SYSTEMS INTERNATIONAL LTD.,BSE:RSYSTEMS-B,532735,RSYSTEMS
EMKAY GLOBAL FINANCIAL SERVICE,BSE:EMKAY-B,532737,EMKAY
TANTIA CONSTRUCTIONS LTD.,BSE:TCLCONS-B,532738,TCLCONS
LOKESH MACHINES LTD.,BSE:LOKESHMACH-T,532740,LOKESHMACH
Kamdhenu Limited,BSE:KAMDHENU-B,532741,KAMDHENU
PAUSHAK LTD.,BSE:PAUSHAKLTD-B,532742,PAUSHAKLTD
GTN TEXTILES LTD.,BSE:GTNTEX-X,532744,GTNTEX
INDITRADE CAPITAL LIMITED,BSE:INDICAP-X,532745,INDICAP
PRIME FOCUS LTD.,BSE:PFOCUS-B,532748,PFOCUS
ALLCARGO LOGISTICS LTD.,BSE:ALLCARGO-A,532749,ALLCARGO
GMR AIRPORTS INFRASTRUCTURE LI,BSE:GMRINFRA-A,532754,GMRINFRA
TECH MAHINDRA LTD.,BSE:TECHM-A,532755,TECHM
CIE Automotive India Limited,BSE:CIEINDIA-A,532756,CIEINDIA
VOLTAMP TRANSFORMERS LTD.,BSE:VOLTAMP-A,532757,VOLTAMP
ATLANTAA LIMITED,BSE:ATLANTAA-T,532759,ATLANTAA
DEEP ENERGY RESOURCES LIMITED,BSE:DEEPENR-B,532760,DEEPENR
HOV SERVICES LTD.,BSE:HOVS-T,532761,HOVS
ACTION CONSTRUCTION EQUIPMENT,BSE:ACE-A,532762,ACE
GEECEE VENTURES LIMITED,BSE:GEECEE-B,532764,GEECEE
RICHA INDUSTRIES LTD.,BSE:RICHAIND-Z,532766,RICHAIND
FIEM INDUSTRIES LTD.,BSE:FIEMIND-B,532768,FIEMIND
JHS SVENDGAARD LABORATORIES LT,BSE:JHS-T,532771,JHS
DCB BANK LIMITED,BSE:DCBBANK-A,532772,DCBBANK
GLOBAL VECTRA HELICORP LTD.,BSE:GLOBALVECT-T,532773,GLOBALVECT
GTL INFRASTRUCTURE LTD.,BSE:GTLINFRA-B,532775,GTLINFRA
SHIVAM AUTOTECH LTD.,BSE:SHIVAMAUTO-B,532776,SHIVAMAUTO
INFO EDGE (INDIA) LTD.,BSE:NAUKRI-A,532777,NAUKRI
TORRENT POWER LTD.,BSE:TORNTPOWER-A,532779,TORNTPOWER
PARSVNATH DEVELOPERS LTD.,BSE:PARSVNATH-B,532780,PARSVNATH
SUTLEJ TEXTILES & INDUSTRIES L,BSE:SUTLEJTEX-B,532782,SUTLEJTEX
LT FOODS LTD.,BSE:LTFOODS-A,532783,LTFOODS
SOBHA,BSE:SOBHA-A,532784,SOBHA
RUCHIRA PAPERS LTD.,BSE:RUCHIRA-B,532785,RUCHIRA
TANLA PLATFORMS LIMITED,BSE:TANLA-A,532790,TANLA
ZEE MEDIA CORPORATION LIMITED,BSE:ZEEMEDIA-B,532794,ZEEMEDIA
Siti Networks Ltd.,BSE:SITINET-T,532795,SITINET
LUMAX AUTO TECHNOLOGIES LTD.,BSE:LUMAXTECH-A,532796,LUMAXTECH
AUTOLINE INDUSTRIES LTD.,BSE:AUTOIND-B,532797,AUTOIND
NETWORK18 MEDIA & INVESTMENTS,BSE:NETWORK18-A,532798,NETWORK18
HUBTOWN LTD.,BSE:HUBTOWN-B,532799,HUBTOWN
TV18 BROADCAST LTD.,BSE:TV18BRDCST-A,532800,TV18BRDCST
CAMBRIDGE TECHNOLOGY ENTERPRIS,BSE:CTE-T,532801,CTE
TECHNOCRAFT INDUSTRIES (INDIA),BSE:TIIL-B,532804,TIIL
Redington Limited,BSE:REDINGTON-A,532805,REDINGTON
AI CHAMPDANY INDUSTRIES LTD.,BSE:AICHAMP-X,532806,AICHAMP
CINELINE INDIA LIMITED,BSE:CINELINE-B,532807,CINELINE
PEARL GLOBAL INDUSTRIES LIMITE,BSE:PGIL-B,532808,PGIL
FIRSTSOURCE SOLUTIONS LTD.,BSE:FSL-A,532809,FSL
POWER FINANCE CORPORATION LTD.,BSE:PFC-A,532810,PFC
AHLUWALIA CONTRACTS (INDIA) LT,BSE:AHLUCONT-A,532811,AHLUCONT
TRANSWARRANTY FINANCE LTD.,BSE:TFL-T,532812,TFL
INDIAN BANK,BSE:INDIANB-A,532814,INDIANB
SMS PHARMACEUTICALS LTD.,BSE:SMSPHARMA-B,532815,SMSPHARMA
ORIENTAL TRIMEX LTD.,BSE:ORIENTALTL-B,532817,ORIENTALTL
E-Land Apparel Limited,BSE:ELAND-XT,532820,ELAND
VODAFONE IDEA  LIMITED,BSE:IDEA-A,532822,IDEA
JAGJANANI TEXTILES LTD.,BSE:JAGJANANI-XT,532825,JAGJANANI
RAJ TELEVISION NETWORK LTD.,BSE:RAJTV-T,532826,RAJTV
PAGE INDUSTRIES LTD.,BSE:PAGEIND-A,532827,PAGEIND
AMD INDUSTRIES LTD.,BSE:AMDIND-B,532828,AMDIND
LEHAR FOOTWEARS LIMITED,BSE:LEHAR-X,532829,LEHAR
ASTRAL LIMITED,BSE:ASTRAL-A,532830,ASTRAL
INDIABULLS REAL ESTATE LTD.,BSE:IBREALEST-A,532832,IBREALEST
Camlin Fine Sciences Ltd,BSE:CAMLINFINE-A,532834,CAMLINFINE
ICRA LTD.,BSE:ICRA-A,532835,ICRA
DISH TV INDIA LTD.,BSE:DISHTV-A,532839,DISHTV
SAHYADRI INDUSTRIES LTD.,BSE:SAHYADRI-B,532841,SAHYADRI
SREE RAYALASEEMA HI-STRENGTH H,BSE:SRHHYPOLTD-B,532842,SRHHYPOLTD
FORTIS HEALTHCARE LTD.,BSE:FORTIS-A,532843,FORTIS
TGB BANQUETS AND HOTELS LTD.,BSE:TGBHOTELS-B,532845,TGBHOTELS
HILTON METAL FORGING LTD.,BSE:HILTON-B,532847,HILTON
DELTA CORP LTD.,BSE:DELTACORP-A,532848,DELTACORP
MIC ELECTRONICS LTD.,BSE:MICEL-B,532850,MICEL
INSECTICIDES (INDIA) LTD.,BSE:INSECTICID-B,532851,INSECTICID
ASAHI SONGWON COLORS LTD.,BSE:ASAHISONG-B,532853,ASAHISONG
HARYANA CAPFIN LTD.,BSE:HARYNACAP-X,532855,HARYNACAP
TIME TECHNOPLAST LTD.,BSE:TIMETECHNO-A,532856,TIMETECHNO
HINDUJA GLOBAL SOLUTIONS LTD.,BSE:HGS-A,532859,HGS
NELCAST LTD.,BSE:NELCAST-B,532864,NELCAST
V2 RETAIL LTD.,BSE:V2RETAIL-T,532867,V2RETAIL
DLF LTD.,BSE:DLF-A,532868,DLF
TARMAT LTD.,BSE:TARMAT-T,532869,TARMAT
ANKIT METAL & POWER LTD.,BSE:ANKITMETAL-T,532870,ANKITMETAL
SUN PHARMA ADVANCED RESEARCH C,BSE:SPARC-A,532872,SPARC
HOUSING DEVELOPMENT & INFRASTR,BSE:HDIL-Z,532873,HDIL
ALLIED DIGITAL SERVICES LTD.,BSE:ADSL-B,532875,ADSL
ALPA LABORATORIES LTD.,BSE:ALPA-B,532878,ALPA
SIR SHADI LAL ENTERPRISES LTD.,BSE:SSLEL-XT,532879,SSLEL
OMAXE LTD.,BSE:OMAXE-B,532880,OMAXE
REFEX INDUSTRIES LTD.,BSE:REFEX-B,532884,REFEX
CENTRAL BANK OF INDIA,BSE:CENTRALBK-A,532885,CENTRALBK
SEL MANUFACTURING COMPANY LTD.,BSE:SELMC-B,532886,SELMC
Neueon Towers Limited,BSE:NTL-T,532887,NTL
ASIAN GRANITO INDIA LTD.,BSE:ASIANTILES-B,532888,ASIANTILES
K.P.R.MILL LIMITED,BSE:KPRMILL-A,532889,KPRMILL
TAKE SOLUTIONS LTD.,BSE:TAKE-B,532890,TAKE
Puravankara Limited,BSE:PURVA-T,532891,PURVA
MOTILAL OSWAL FINANCIAL SERVIC,BSE:MOTILALOFS-A,532892,MOTILALOFS
VTM LTD.,BSE:VTMLTD-X,532893,VTMLTD
INDOWIND ENERGY LTD.,BSE:INDOWIND-B,532894,INDOWIND
NAGREEKA CAPITAL & INFRASTRUCT,BSE:NAGREEKCAP-B,532895,NAGREEKCAP
MAGNUM VENTURES LTD.,BSE:MAGNUM-B,532896,MAGNUM
POWER GRID CORPORATION OF INDI,BSE:POWERGRID-A,532898,POWERGRID
KAVERI SEED COMPANY LTD.,BSE:KSCL-A,532899,KSCL
PAISALO DIGITAL LIMITED,BSE:PAISALO-A,532900,PAISALO
SUPREME INFRASTRUCTURE INDIA L,BSE:SUPREMEINF-Z,532904,SUPREMEINF
MAAN ALUMINIUM LTD.,BSE:MAANALU-B,532906,MAANALU
IL&FS ENGINEERING AND CONSTRUC,BSE:IL&FSENGG-Z,532907,IL&FSENGG
PARLE INDUSTRIES LIMITED,BSE:PARLEIND-XT,532911,PARLEIND
RELIGARE ENTERPRISES LTD.,BSE:RELIGARE-A,532915,RELIGARE
BARAK VALLEY CEMENTS LTD.,BSE:BVCL-B,532916,BVCL
RATHI BARS LTD.,BSE:RATHIBAR-X,532918,RATHIBAR
ADANI PORTS AND SPECIAL ECONOM,BSE:ADANIPORTS-A,532921,ADANIPORTS
EDELWEISS FINANCIAL SERVICES L,BSE:EDELWEISS-A,532922,EDELWEISS
RENAISSANCE GLOBAL LIMITED,BSE:RGL-B,532923,RGL
KOLTE-PATIL DEVELOPERS LTD.,BSE:KOLTEPATIL-B,532924,KOLTEPATIL
KAUSHALYA INFRASTRUCTURE DEVEL,BSE:KAUSHALYA-B,532925,KAUSHALYA
JYOTHY LABS LIMITED,BSE:JYOTHYLAB-A,532926,JYOTHYLAB
ECLERX SERVICES LTD.,BSE:ECLERX-A,532927,ECLERX
TRANSFORMERS AND RECTIFIERS (I,BSE:TRIL-T,532928,TRIL
BRIGADE ENTERPRISES LTD.,BSE:BRIGADE-A,532929,BRIGADE
BGR ENERGY SYSTEMS LTD.,BSE:BGRENERGY-T,532930,BGRENERGY
BURNPUR CEMENT LTD.,BSE:BURNPUR-B,532931,BURNPUR
MANAKSIA LTD.,BSE:MANAKSIA-B,532932,MANAKSIA
PORWAL AUTO COMPONENTS LTD.,BSE:PORWAL-X,532933,PORWAL
PPAP,BSE:PPAP-B,532934,PPAP
ARIES AGRO LTD.,BSE:ARIES-B,532935,ARIES
KUANTUM PAPERS LTD.,BSE:KUANTUM-B,532937,KUANTUM
RELIANCE POWER LTD.,BSE:RPOWER-A,532939,RPOWER
J.KUMAR INFRAPROJECTS LTD.,BSE:JKIL-A,532940,JKIL
CORDS CABLE INDUSTRIES LTD.,BSE:CORDSCABLE-B,532941,CORDSCABLE
KNR CONSTRUCTIONS LTD.,BSE:KNRCON-A,532942,KNRCON
ONMOBILE,BSE:ONMOBILE-B,532944,ONMOBILE
SEPC LIMITED,BSE:SEPC-B,532945,SEPC
BANG OVERSEAS LTD.,BSE:BANG-B,532946,BANG
IRB INFRASTRUCTURE DEVELOPERS,BSE:IRB-A,532947,IRB
GSS INFOTECH LTD.,BSE:GSS-T,532951,GSS
NAHAR CAPITAL & FINANCIAL SERV,BSE:NAHARCAP-B,532952,NAHARCAP
V-GUARD INDUSTRIES LTD.,BSE:VGUARD-A,532953,VGUARD
REC LIMITED,BSE:RECLTD-A,532955,RECLTD
GOKAK TEXTILES LTD.,BSE:GOKAKTEX-XT,532957,GOKAKTEX
Dhani Services Limited,BSE:DHANI-A,532960,DHANI
TITAGARH RAIL SYSTEMS LIMITED,BSE:TITAGARH-A,532966,TITAGARH
KIRI INDUSTRIES LTD.,BSE:KIRIINDUS-A,532967,KIRIINDUS
ADITYA BIRLA MONEY LTD.,BSE:BIRLAMONEY-B,532974,BIRLAMONEY
TELOGICA LIMITED,BSE:TELOGICA-Z,532975,TELOGICA
JAI BALAJI INDUSTRIES LTD.,BSE:JAIBALAJI-T,532976,JAIBALAJI
BAJAJ AUTO LTD.,BSE:BAJAJ-AUTO-A,532977,BAJAJ-AUTO
BAJAJ FINSERV LTD.,BSE:BAJAJFINSV-A,532978,BAJAJFINSV
GOKUL REFOILS & SOLVENT LTD.,BSE:GOKUL-T,532980,GOKUL
RPG LIFE SCIENCES LTD.,BSE:RPGLIFE-B,532983,RPGLIFE
KOTAK MAHINDRA MUTUAL FUND,BSE:SENSEX1-A,532985,SENSEX1
NIRAJ CEMENT STRUCTURALS LTD.,BSE:NIRAJ-B,532986,NIRAJ
RANE BRAKE LINING LTD.,BSE:RBL-B,532987,RBL
RANE ENGINE VALVE LTD.,BSE:RANEENGINE-B,532988,RANEENGINE
CHL LTD.,BSE:CHLLTD-X,532992,CHLLTD
SEJAL GLASS LIMITED,BSE:SEJALLTD-T,532993,SEJALLTD
ARCHIDPLY INDUSTRIES LTD.,BSE:ARCHIDPLY-T,532994,ARCHIDPLY
Lotus Eye Hospital And Institu,BSE:LOTUSEYE-T,532998,LOTUSEYE
SOMI CONVEYOR BELTINGS LTD.,BSE:SOMICONVEY-B,533001,SOMICONVEY
DEUTSCHE MUTUAL FUND - DWS FIX,BSE:DWSFTS50AG-F,533002,DWSFTS50AG
DEUTSCHE MUTUAL FUND - DWS FIX,BSE:DWSFTS50BG-F,533004,DWSFTS50BG
LGB FORGE LTD.,BSE:LGBFORGE-B,533007,LGBFORGE
LANDMARK PROPERTY DEVELOPMENT,BSE:LPDC-B,533012,LPDC
SICAGEN INDIA LTD.,BSE:SICAGEN-X,533014,SICAGEN
SIMPLEX MILLS COMPANY LTD.,BSE:SIMPLXMIL-XT,533018,SIMPLXMIL
SIMPLEX PAPERS LTD.,BSE:SIMPLXPAP-XT,533019,SIMPLXPAP
20 MICRONS LTD.,BSE:20MICRONS-B,533022,20MICRONS
ZF Commercial Vehicle Control ,BSE:ZFCVINDIA-A,533023,ZFCVINDIA
ALKALI METALS LTD.,BSE:ALKALI-B,533029,ALKALI
ISGEC HEAVY ENGINEERING LTD.,BSE:ISGEC-A,533033,ISGEC
INDIAN METALS & FERRO ALLOYS L,BSE:IMFA-B,533047,IMFA
Teamo Productions HQ Limited,BSE:TPHQ-T,533048,TPHQ
VEDAVAAG SYSTEMS LTD.,BSE:VEDAVAAG-X,533056,VEDAVAAG
MANJEERA CONSTRUCTIONS LTD.,BSE:MANJEERA-XT,533078,MANJEERA
MOLD-TEK PACKAGING LIMITED,BSE:MOLDTKPAC-A,533080,MOLDTKPAC
MAHINDRA HOLIDAYS & RESORTS IN,BSE:MHRIL-A,533088,MHRIL
EXCEL REALTY N INFRA LTD.,BSE:EXCEL-T,533090,EXCEL
RAJ OIL MILLS LTD.,BSE:ROML-T,533093,ROML
BENGAL & ASSAM COMPANY LTD.,BSE:BENGALASM-B,533095,BENGALASM
ADANI POWER LTD.,BSE:ADANIPOWER-A,533096,ADANIPOWER
NHPC LTD.,BSE:NHPC-A,533098,NHPC
SURYAAMBA SPINNING MILLS LTD.,BSE:SURYAAMBA-X,533101,SURYAAMBA
GLOBUS SPIRITS LTD.,BSE:GLOBUSSPR-A,533104,GLOBUSSPR
OIL INDIA LTD.,BSE:OIL-A,533106,OIL
BHILWARA TECHNICAL TEXTILES LT,BSE:BTTL-X,533108,BTTL
SHREE PRECOATED STEELS LTD.,BSE:SPSL-XT,533110,SPSL
EXPLEO SOLUTIONS LIMITED,BSE:EXPLEOSOL-B,533121,EXPLEOSOL
RATTANINDIA POWER LTD.,BSE:RTNPOWER-T,533122,RTNPOWER
DEN NETWORKS LTD,BSE:DEN-B,533137,DEN
ASTEC LIFESCIENCES LIMITED,BSE:ASTEC-B,533138,ASTEC
FORTIS FIXED TERM FUND - SERIE,BSE:FFTF16BGR-F,533139,FFTF16BGR
FORTIS FIXED TERM FUND - SERIE,BSE:FFTF16BCQ-F,533140,FFTF16BCQ
FORTIS FIXED TERM FUND - SERIE,BSE:FFTF16BCY-F,533141,FFTF16BCY
FORTIS FIXED TERM FUND - SERIE,BSE:FFTF16BDM-F,533142,FFTF16BDM
D-LINK (INDIA) LTD,BSE:DLINKINDIA-B,533146,DLINKINDIA
JSW ENERGY LTD,BSE:JSWENERGY-A,533148,JSWENERGY
Yunik Managing Advisors Limite,BSE:YUNIKM-XT,533149,YUNIKM
GODREJ PROPERTIES LTD,BSE:GODREJPROP-A,533150,GODREJPROP
D B CORP LTD,BSE:DBCORP-B,533151,DBCORP
MBL Infrastructure Ltd,BSE:MBLINFRA-B,533152,MBLINFRA
JUBILANT FOODWORKS LTD,BSE:JUBLFOOD-A,533155,JUBLFOOD
VASCON ENGINEERS LTD,BSE:VASCONEQ-B,533156,VASCONEQ
THANGAMAYIL JEWELLERY LTD,BSE:THANGAMAYL-B,533158,THANGAMAYL
VALOR ESTATE LIMITED,BSE:DBREALTY-A,533160,DBREALTY
EMMBI INDUSTRIES LTD,BSE:EMMBI-B,533161,EMMBI
HATHWAY CABLE & DATACOM LTD,BSE:HATHWAY-B,533162,HATHWAY
TEXMO PIPES & PRODUCTS LTD.,BSE:TEXMOPIPES-B,533164,TEXMOPIPES
SUNDARAM MULTI PAP LTD.,BSE:SUNDARAM-B,533166,SUNDARAM
ROSSELL INDIA LTD.,BSE:ROSSELLIND-B,533168,ROSSELLIND
MAN INFRACONSTRUCTION LTD.,BSE:MANINFRA-A,533169,MANINFRA
TAMBOLI INDUSTRIES LIMITED,BSE:TAMBOLIIN-X,533170,TAMBOLIIN
INVESCO India Gold Exchange Tr,BSE:IVZINGOLD-E,533172,IVZINGOLD
IL&FS TRANSPORTATION NETWORKS,BSE:IL&FSTRANS-Z,533177,IL&FSTRANS
